p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Gpaa1	0.0589292044649055	0.0489737023403401	0.202	0.164	1
Mob1a	0.0590132405485505	0.071204768850788	0.452	0.401	1
Dlg1	0.059053532814969	0.0532086587475464	0.153	0.12	1
Kbtbd11	0.0592061204216226	-0.109784067806347	0.203	0.237	1
Psme4	0.0592214564664204	0.0350920067133393	0.164	0.129	1
Oser1	0.0594102897745853	-0.189088606031347	0.441	0.442	1
Stxbp5	0.0594723500609157	0.0318275829970395	0.121	0.091	1
Bud31	0.0596547134339921	0.0619552124085416	0.506	0.448	1
Zap70	0.0596635773612271	0.0949473676821659	0.589	0.549	1
Smox	0.0596916530516704	-0.0294679152747794	0.342	0.287	1
B3gnt5	0.0601530389656091	0.0253546001023178	0.108	0.08	1
Arfgef1	0.0602558069267138	0.0246201154259955	0.288	0.237	1
Stam2	0.0603137473307792	0.0284153889631942	0.195	0.156	1
Rfx7	0.0604748812260765	0.0304202391357943	0.244	0.197	1
Rnf167	0.0606280628187178	-0.147459547466555	0.232	0.26	1
Borcs8	0.0606921354103279	0.0402077311415403	0.384	0.33	1
Chst2	0.0607350887943519	0.0989347986727959	0.117	0.09	1
Mtmr1	0.0609095683956928	0.0589370284550246	0.201	0.164	1
F8a	0.0611124350788644	0.0330834440002163	0.132	0.101	1
Ankrd44	0.06127303959966	-0.0943017402464168	0.592	0.606	1
Hnrnpf	0.0614266129074907	0.067483385249671	0.908	0.88	1
Smim14	0.0614343303086053	0.0584977648736933	0.479	0.416	1
Pten	0.061624160426902	0.0505214695973721	0.422	0.363	1
Map3k7	0.0622271020566072	0.0540154487118584	0.144	0.112	1
Unc93b1	0.0624672540175254	-0.110567843137916	0.185	0.215	1
Dnpep	0.0624744411275394	0.0453935682910833	0.158	0.126	1
Rap1gds1	0.0626043721383635	0.049382995452226	0.195	0.156	1
D1Ertd622e	0.0626145077634855	-0.0868748316437075	0.147	0.175	1
Champ1	0.0626511717269863	0.027324749289106	0.106	0.079	1
Creb1	0.0626878901823812	0.118032436062929	0.354	0.312	1
X2510002D24Rik	0.0628272758154642	0.0430140919015614	0.204	0.166	1
Adamts10	0.0628643373051059	0.036337439589292	0.122	0.093	1
Eif2s3x	0.0628765975595634	0.0354635469004443	0.247	0.205	1
Herpud1	0.0628933693041356	0.0910853883084879	0.413	0.36	1
Rab11a	0.062933402654119	0.053285376625287	0.479	0.41	1
Cpeb2	0.0629565768164147	0.0553138840203755	0.112	0.084	1
Ccdc115	0.0631620759090372	0.0301186324177312	0.212	0.17	1
Ehd4	0.0632342219351403	0.0412671273482363	0.329	0.276	1
Cwc22	0.0632371865410159	0.0379488494417544	0.175	0.14	1
Ngdn	0.0635878557694895	0.0636815877322187	0.419	0.36	1
Diaph2	0.063760083359101	0.0557636067454635	0.123	0.095	1
Susd3	0.0638459851278181	-0.1638327448164	0.198	0.224	1
Slc35b3	0.0639618832483837	0.01604226303901	0.233	0.189	1
Eif4g1	0.0639827546921459	0.0754337914984136	0.393	0.344	1
Scyl1	0.0640466680067187	0.0556453353466753	0.118	0.09	1
Msn	0.0642215510284992	0.0828273457146103	0.905	0.888	1
Bax	0.0643963773116573	0.067811076626543	0.673	0.621	1
Phlda1	0.0644460924466747	0.103333945729403	0.521	0.468	1
Arl5b	0.0644736177408649	-0.0951045776659936	0.234	0.265	1
Pafah1b2	0.0645814814585682	0.0568661872893178	0.253	0.21	1
Naa16	0.064620056832087	-0.0798985656807369	0.141	0.169	1
Brox	0.064637136540543	0.072375118403159	0.158	0.126	1
Psmd3	0.0647040696337806	0.0557193349086392	0.33	0.285	1
U2af2	0.0650303454139632	0.0551119963842464	0.369	0.315	1
Apc	0.0651669156343674	0.0395668702393098	0.202	0.164	1
Tor2a	0.065253041843089	0.0627907353402967	0.272	0.23	1
Ssbp1	0.0653313097932767	0.0598611216342402	0.417	0.368	1
Mpst	0.065501896068181	-0.0675812616763923	0.151	0.178	1
Acadvl	0.0655775535087788	0.09799923502541	0.21	0.174	1
Gmfg	0.0656479344397959	-0.111188111983307	0.832	0.852	1
Hdgfl3	0.0656956203252317	0.0640985077478953	0.175	0.14	1
Gabpb2	0.0656986191911932	0.0934741548617986	0.306	0.263	1
Exoc3	0.065748847718977	0.0836472951802667	0.338	0.295	1
Pin4	0.0657982093689187	-0.155603331146276	0.356	0.38	1
Nrbp1	0.0658517716609917	0.0325954512062482	0.405	0.345	1
Ulbp1	0.066072162498127	0.0431018610429267	0.121	0.093	1
Mrps30	0.0660918399969725	0.036830809931838	0.268	0.222	1
Bag5	0.0662256003024396	0.033212738357832	0.212	0.172	1
Cd3e	0.0663220626870829	0.0664527372070616	0.887	0.874	1
Mri1	0.0663766115589591	0.0543108128011804	0.268	0.226	1
Nbeal1	0.0665512519969451	0.0780145198131421	0.133	0.104	1
Vps4a	0.066574141746723	0.0281707777317001	0.17	0.134	1
Mthfd2	0.0666710562316767	0.0820098769278496	0.306	0.267	1
Reep3	0.0668409753993774	0.0150491741818709	0.285	0.24	1
Tbc1d9b	0.0669490805824901	0.074375651379147	0.144	0.114	1
Hnrnpk	0.0669844899655624	0.0544657782754476	0.882	0.861	1
Uba52	0.0670694774093447	-0.12738346508562	0.264	0.29	1
X2210016L21Rik	0.0670737114106388	0.0419997268565176	0.188	0.153	1
Gm26532	0.067242980475741	0.0427451791486637	0.191	0.151	1
U2surp	0.0673048092942117	0.0539237737335103	0.514	0.456	1
Setx	0.0673427195912217	-0.136355241724333	0.241	0.27	1
Tbc1d2b	0.0674444036734042	-0.0906328953013507	0.12	0.145	1
Anxa6	0.0675462342155606	0.0520189850923596	0.744	0.707	1
Klf16	0.0676397356800941	0.0268078853386232	0.113	0.085	1
Hdac4	0.0679563589438784	0.0614390744842805	0.196	0.161	1
Slc43a3	0.0680237712772616	-0.089495982273996	0.083	0.104	1
Clasp2	0.0680256039045771	0.0343768985335442	0.179	0.144	1
Txlng	0.0680589476557648	-0.134692945203185	0.126	0.15	1
Vta1	0.0680801355428164	0.0277826349931491	0.339	0.289	1
Ptbp2	0.0681179163972483	-0.00202985284299217	0.202	0.162	1
Pisd	0.0681517183239641	-0.086401280530495	0.086	0.109	1
Stx4a	0.0682560736711555	-0.105695678674698	0.303	0.334	1
X2410002F23Rik	0.068273416349177	0.0349445758074279	0.176	0.142	1
Mrpl13	0.0683583446693039	0.0433234954811994	0.422	0.364	1
Nebl	0.0684028428165862	0.120424649155661	0.148	0.12	1
Pola2	0.0684342071242339	0.0156054824119579	0.156	0.125	1
Sgk1	0.0685933961174161	-0.0489623260510385	0.224	0.257	1
Cep350	0.0686679521387942	0.0656844479665857	0.32	0.274	1
Vac14	0.0688130597653873	0.0344396394187466	0.107	0.08	1
Idnk	0.068982263838117	-0.0883224175062416	0.443	0.473	1
Trim44	0.0693562545965912	0.038882056068966	0.227	0.188	1
Ankhd1	0.0694499957071496	0.100446697840855	0.257	0.219	1
Ric8a	0.0695231728901819	0.0283115643292449	0.205	0.166	1
Pou2f1	0.0696442642766343	-0.0973303599232896	0.132	0.158	1
Phospho2	0.0697074833644263	0.0225904160082163	0.141	0.11	1
Fam172a	0.0697641653807306	0.0499751047140964	0.296	0.246	1
Hint3	0.0697826785764782	0.0114044928397161	0.293	0.244	1
Naa40	0.0698678463414333	0.0533675089505214	0.168	0.134	1
Rnf220	0.0701066925332759	0.0424486242440867	0.256	0.215	1
Maml1	0.0701143329135462	-0.0715049416946752	0.087	0.11	1
Tex264	0.0701292364760821	0.0502538529039998	0.228	0.186	1
Bora	0.0702861473635804	-0.0861395245716557	0.096	0.12	1
Scaf8	0.0703918440715957	0.0744546046102468	0.218	0.181	1
Thada	0.0704488948800635	-0.112229364051708	0.099	0.123	1
Pde4b	0.0706513465310099	0.145317805140198	0.434	0.39	1
Aldh9a1	0.0707259114663052	0.0133008102667252	0.151	0.118	1
Bicd2	0.0708279440583129	0.0176786254308349	0.141	0.11	1
Nudt21	0.0709810579084294	0.069778813863097	0.561	0.503	1
Micos13	0.0710274038862623	0.0629373476037172	0.658	0.623	1
Ppfia1	0.071121651841863	0.085700418544593	0.204	0.17	1
Pgap2	0.0711292563667841	0.0269476804486693	0.146	0.115	1
Ddx41	0.0714094613258513	0.0260673499188393	0.265	0.222	1
Cep57	0.0714435080923937	-0.113348330869965	0.269	0.3	1
Pom121	0.0714689273427728	0.0718759874229318	0.248	0.21	1
Rac1	0.0715140382888295	0.0494262287651823	0.846	0.826	1
Cope	0.0715729612551854	0.0761727778443542	0.583	0.562	1
Ak6	0.0716225710055643	0.0276476544117934	0.139	0.109	1
Npepps	0.0716427592744245	0.0495868105388574	0.21	0.174	1
Spg7	0.0717771018283443	0.0410296712041275	0.183	0.15	1
Cdc14a	0.0718296831385093	0.0283921186305849	0.165	0.131	1
Zfp386	0.0718380691630822	-0.0125528520411418	0.151	0.117	1
Scap	0.0720957767839955	0.0609705547750379	0.107	0.082	1
Safb2	0.0721122861036255	0.0750113001391977	0.433	0.382	1
Pip5k1c	0.0721648223814971	0.0628458726627909	0.13	0.101	1
Nfyb	0.0721675798072877	-0.113605347705915	0.35	0.375	1
Insl6	0.0724035339888925	-0.112791642195177	0.116	0.14	1
Rer1	0.0724450229755062	0.0347562880903998	0.66	0.621	1
Mrpl49	0.0725245776446079	0.0413410625620217	0.204	0.166	1
Yju2	0.0726872076323308	0.0300743008963704	0.229	0.186	1
Ndufa8	0.0728570641392288	0.055159132079599	0.585	0.532	1
Tnp2	0.0729205150632524	-0.0850630490575242	0.1	0.125	1
Pex13	0.073017219769971	0.0194727501009173	0.213	0.175	1
Specc1l	0.0732077392295356	0.0736197797483483	0.188	0.155	1
Rusc1	0.0733151855531766	0.0263549089342082	0.147	0.117	1
Ddi2	0.0733336926332686	0.103558134404058	0.186	0.153	1
Trappc1	0.0733810165821252	0.0119241640387348	0.231	0.191	1
Klf13	0.0733932584390199	0.0736031194026794	0.71	0.647	1
Ensa	0.0734462319959232	-0.113738818840409	0.345	0.368	1
Eif3g	0.0736910719233075	0.047388394610214	0.521	0.461	1
Atad2b	0.0739031356785909	0.02156420629902	0.257	0.216	1
Tmem242	0.0739396438183401	0.0273511877025169	0.134	0.104	1
Birc5	0.0740538309309734	-0.00698986197654772	0.154	0.121	1
Rnf145	0.0743868986364774	-0.0818867336715237	0.231	0.262	1
Kdm5d	0.0744675330447503	-0.0202513643873994	0.123	0.093	1
Zfp950	0.0746302874803035	0.0361342798860088	0.13	0.101	1
Mkrn2	0.0747732523030784	-0.00716578918585897	0.187	0.15	1
Clcn3	0.0751057548329513	-0.00714548772248036	0.385	0.333	1
G2e3	0.0751072220462082	-0.0628676857271797	0.082	0.104	1
Stx6	0.0752577189517126	0.051828451809899	0.216	0.178	1
Eno1	0.0752779014456278	0.0757972235183795	0.721	0.707	1
Atxn7l3b	0.0753000774233636	0.0398446447618093	0.522	0.468	1
Paics	0.0753037748199749	0.0517837230311651	0.297	0.251	1
Nvl	0.0754640542906982	0.04543774356217	0.126	0.098	1
Becn1	0.0754706567130312	0.0964174796118192	0.438	0.391	1
H3f3a	0.0757726633548061	0.0555496782445872	0.983	0.979	1
Dkkl1	0.0758363218712986	0.0771360190219707	0.138	0.11	1
Rint1	0.0759250393937523	-0.133199297438077	0.107	0.129	1
Pdcd6ip	0.0760548068938381	0.0857028710044379	0.577	0.521	1
Suclg2	0.0762148999770373	0.0382857639033248	0.147	0.115	1
Txk	0.0762386928502094	-0.105180737025837	0.542	0.467	1
Gemin2	0.0763696455499414	-0.102962512819306	0.124	0.147	1
Lrrfip2	0.0763788956378831	0.0497117043496625	0.215	0.175	1
Nudt9	0.0764629788917198	0.0883622998022228	0.242	0.205	1
X1110032A03Rik	0.0765519006703829	0.0324903500535159	0.103	0.077	1
Lpin2	0.0765720674751659	0.0670201979237838	0.24	0.2	1
Adpgk	0.0766097153211817	0.0427011606404101	0.124	0.096	1
Mrps7	0.0766520303999398	0.0185745350584704	0.334	0.281	1
Ppp2r1b	0.0767138345996549	0.0254069706112182	0.106	0.08	1
Rbm25	0.0767338289519956	-0.0728589733879397	0.81	0.795	1
Rbm27	0.0767651748204262	0.0276785778421034	0.338	0.285	1
Ctnnbip1	0.07676837893866	0.0830049793618725	0.102	0.079	1
Adipor1	0.0768548451881235	0.0502217370613166	0.414	0.356	1
Cops8	0.0769340803409405	0.0243916138045901	0.353	0.297	1
Sec22b	0.0769970708595043	0.0455345033149585	0.38	0.326	1
Rwdd1	0.0772165396847075	0.0587926837424211	0.641	0.598	1
Rpp21	0.0773049835607234	-0.115327833913789	0.409	0.432	1
Ptrh2	0.077327860653148	0.0105775345242419	0.166	0.132	1
Lemd2	0.0774581379493939	0.0841255785390465	0.182	0.148	1
Aamdc	0.0774740889382389	0.0319645183040596	0.141	0.11	1
Dhx30	0.0775121069365865	0.0242226059223479	0.208	0.17	1
Etf1	0.0775133134866954	0.062066414793168	0.491	0.438	1
Ss18	0.0776331660819339	0.092920303132104	0.47	0.416	1
Slc25a37	0.0777010465218333	0.0612900813361062	0.103	0.079	1
Ublcp1	0.0777355901443064	0.0303407869831698	0.12	0.093	1
Lsm7	0.0777972999505643	0.0633431292633632	0.342	0.292	1
Cnppd1	0.0778261986991316	0.0163352297486477	0.312	0.263	1
Lipa	0.077895903926301	0.0272363791930916	0.14	0.11	1
Nol11	0.0779235425097915	0.0326278982941409	0.228	0.189	1
Snrpa	0.077957826983188	0.0864585477134122	0.343	0.298	1
Tmem185b	0.0779938644482852	0.0252265773637163	0.102	0.077	1
Mex3c	0.0781024467067749	0.0555752955975234	0.218	0.181	1
Hnrnpa2b1	0.0781488504731906	0.0237072626420973	0.92	0.91	1
Metap1	0.0784060147179941	0.051359413354252	0.17	0.137	1
Dbnl	0.0784175099763471	-0.113276020203356	0.537	0.539	1
Usp42	0.0784750624767353	0.0152609978296198	0.134	0.104	1
Triap1	0.0785235627135883	0.00790354284442008	0.221	0.18	1
Cenpx	0.0785653686317499	0.0816363947523904	0.448	0.404	1
Abhd12	0.0785785897866875	0.0616218232641534	0.191	0.158	1
Carhsp1	0.0786159241994515	0.0607599664316114	0.271	0.23	1
Api5	0.0787020838111546	0.0775173046084429	0.319	0.276	1
Rlf	0.0788846850565267	-0.138824130390397	0.467	0.476	1
Gbp2	0.0790689883980277	-0.106170491920184	0.364	0.391	1
Blzf1	0.0790926687133913	0.034623411078623	0.124	0.096	1
Tcf3	0.0791684127304214	0.104875883288081	0.196	0.164	1
Pnpla2	0.0792789638982442	0.0582262632864232	0.321	0.276	1
Phf6	0.0794186648703571	0.0676265110340425	0.243	0.203	1
Cse1l	0.0796445048468832	0.0262302891809125	0.145	0.115	1
Ruvbl2	0.0798143751701132	0.0309280883111744	0.176	0.142	1
Psmg1	0.0798329087220183	0.0433787461992135	0.127	0.099	1
Atg14	0.0798682762102222	0.000123157322480305	0.104	0.077	1
Tprgl	0.0800607696231665	0.106045686684882	0.55	0.502	1
Cd274	0.0800719851643942	-0.14205688740401	0.34	0.361	1
Pcif1	0.0802643753818588	-0.138950184169706	0.399	0.416	1
Pdcd11	0.080394553837791	0.017099658863207	0.115	0.088	1
Rapgef1	0.0805496528027473	0.0274961755084903	0.219	0.18	1
Stat6	0.0806822650166576	0.0516077996352357	0.249	0.207	1
Wrnip1	0.0807322363963724	-0.107965943594627	0.149	0.174	1
Tfam	0.08098315979647	0.128245804413649	0.313	0.276	1
Trafd1	0.0809971925250968	-0.0999909388580731	0.507	0.514	1
Tmem60	0.0810349560580721	-0.160030599766544	0.148	0.172	1
Rbms1	0.081080962891841	-0.114227808693625	0.586	0.595	1
Noc4l	0.0811193560204182	0.0287734670156725	0.123	0.095	1
Slc35a3	0.0811776999932132	0.065754484981585	0.125	0.098	1
Srsf10	0.0812860686131758	-0.138061724533944	0.47	0.479	1
Snrpa1	0.0814503244165392	0.040269795672661	0.412	0.36	1
Thbs1	0.081567466520213	-0.299290765944622	0.26	0.287	1
Tbl1x	0.0815837950923877	0.0685598858753772	0.28	0.24	1
Ppp2r2a	0.0816994162368271	-0.106915538487815	0.481	0.503	1
Gpr18	0.0818508207462623	0.11555989553949	0.38	0.344	1
Atp2c1	0.0823204487205226	0.0675296645351944	0.188	0.155	1
Map3k14	0.0826888580670345	0.0821569961249134	0.188	0.155	1
Mettl16	0.0828014945206824	0.0451020929648164	0.17	0.137	1
Ltn1	0.0828679909959476	0.0262648966145903	0.116	0.091	1
Dcaf1	0.0831330951674891	-0.0698734577963925	0.105	0.128	1
Eci1	0.0834250985322002	-0.00336468769630338	0.228	0.186	1
Chtop	0.0834846599797681	-0.129318020246367	0.386	0.399	1
Sft2d3	0.0835723937482958	-0.0640487027487432	0.112	0.136	1
Ciao2a	0.083697316235266	0.0550495309052068	0.542	0.498	1
Tax1bp3	0.0837935550831582	0.0184324447197977	0.121	0.093	1
Gm26740	0.0838084985698635	-0.0335986221914568	0.232	0.274	1
A630072M18Rik	0.083878385293528	-0.0984464668322996	0.099	0.121	1
Atf2	0.0839110131830518	0.0149123073938511	0.271	0.226	1
Rnf38	0.0839879491846394	-0.00980004815250851	0.191	0.155	1
Klhl12	0.084261936694309	0.0602447073357114	0.163	0.132	1
Tsr2	0.0843190980590487	0.031641130302379	0.102	0.077	1
Tapt1	0.0843924640556876	0.0511389864868946	0.123	0.096	1
Plk4	0.0845518129921201	0.0227612701738344	0.22	0.181	1
Zfp868	0.0851595781131514	-0.0964988553428029	0.19	0.218	1
Psmg4	0.0851714052622537	0.00673072403445607	0.319	0.267	1
Isca2	0.0852923840824284	-0.0890900681230647	0.219	0.249	1
Comt	0.0853990258102433	0.0369112875759745	0.151	0.12	1
Tmem263	0.0854925164617341	-0.115671407738746	0.137	0.161	1
Fgfr1op	0.0855161487342145	0.0328555505866379	0.111	0.085	1
Bcl9l	0.085607309809548	-0.120246512117807	0.121	0.144	1
Smc6	0.0856776505135044	0.070133646691886	0.49	0.438	1
Kdm7a	0.0857074230343679	-0.13099221359621	0.28	0.306	1
Taldo1	0.0857341367842479	0.0738980593926777	0.705	0.648	1
Fam13b	0.0858506725842174	0.0814156061439429	0.226	0.191	1
Ero1lb	0.0859967192963031	0.027322487085389	0.1	0.076	1
Ddx23	0.0860384619714263	0.0235853248472531	0.243	0.202	1
Derl1	0.0861056465819429	0.0704992593525405	0.365	0.319	1
Ap3s1	0.0861348380145484	0.0980198313748233	0.431	0.385	1
Eci2	0.0861848759950504	0.0072849990706092	0.249	0.207	1
Esd	0.0863861232020831	0.0478693528201448	0.66	0.61	1
Ncapg	0.0867153021448136	-0.0879214487647684	0.096	0.117	1
Chmp1a	0.0867655049226169	0.0433107470366968	0.338	0.289	1
Vps41	0.0868095170509644	0.0388645640469147	0.178	0.145	1
Hspa4	0.0868525090669385	0.0425584051368089	0.526	0.47	1
Slc10a7	0.086910629184877	0.0222466780849894	0.116	0.09	1
Pdlim5	0.0869183033731153	0.0755782402362734	0.176	0.145	1
Hnrnpm	0.0869643945379161	0.0717373301122992	0.653	0.595	1
Gmcl1	0.0871092197274861	-0.0102859904565393	0.141	0.112	1
Zmat5	0.0873653569344099	0.0550372404297526	0.334	0.287	1
Gng2	0.0873911970009712	-0.137274324524967	0.725	0.697	1
Nob1	0.087545132311907	0.00107105632507892	0.194	0.158	1
Slc38a1	0.0876586063874501	-0.116990874903826	0.612	0.612	1
Kidins220	0.0878955786655456	0.0388450850718188	0.196	0.162	1
Zmym5	0.0883340314325836	0.09975667558489	0.232	0.197	1
Slc38a9	0.0885121782035024	0.0199579478126705	0.131	0.103	1
Seh1l	0.0887368133726341	-0.142301314841395	0.226	0.249	1
Ergic1	0.088748363040572	0.022197370289683	0.116	0.09	1
Syne2	0.0888145683500055	0.0399896427212354	0.113	0.087	1
Fam193b	0.0889186223593984	0.0223431445484928	0.115	0.088	1
Park7	0.0889598942673746	0.067291739975071	0.733	0.703	1
Pja1	0.088968221203927	0.0260928179368995	0.177	0.142	1
Cep83	0.0889991528643588	0.074323242299439	0.187	0.155	1
Pitpnc1	0.0891029882355708	0.0509418116514122	0.506	0.459	1
Mrps18b	0.090709341660366	0.0470656687510005	0.16	0.129	1
Dtx3	0.0907449621310523	0.0232310775032226	0.18	0.145	1
Lcmt1	0.0908509824740069	0.0177467223795244	0.175	0.144	1
Tdp2	0.0909823235080263	0.0643954675909169	0.316	0.271	1
Fbxo30	0.0911332593118769	0.0528716723964854	0.11	0.085	1
Mark3	0.0911721980351015	0.0262570282852841	0.286	0.241	1
AY036118	0.0913536609399585	-0.0866325511087072	0.634	0.639	1
Kansl3	0.0914050087906745	0.0253194143805595	0.291	0.244	1
Ptrhd1	0.0914876659029197	0.037846358514193	0.224	0.188	1
Tbp	0.0915975570050198	-0.0615088822053732	0.099	0.121	1
Tmem135	0.091599909721864	0.03216887984994	0.132	0.106	1
Nufip1	0.0917241804406213	0.0170818890329056	0.217	0.178	1
Wbp1l	0.0917274907217095	0.0619711824731878	0.182	0.151	1
Fam49b	0.0917541335390535	-0.106301934420224	0.775	0.76	1
Dnaaf2	0.0917549366692767	0.0303894104625387	0.146	0.117	1
Malsu1	0.0917682470126851	0.0329507214855908	0.304	0.26	1
Tmod3	0.0918478831359547	0.0519015223348911	0.533	0.468	1
Memo1	0.0918604902900229	0.0698044851731155	0.242	0.207	1
Rras2	0.09191626904363	0.0918093825874371	0.219	0.185	1
Ncaph	0.0919870680951865	0.0291490334439118	0.101	0.077	1
Fam53c	0.0920572918638776	0.0460382260486883	0.145	0.117	1
Rrp36	0.0921113505493803	0.0495157708081809	0.191	0.158	1
Atpsckmt	0.0923602487873223	-0.0744662729259305	0.119	0.142	1
Zfp703	0.0924852938139663	0.0897446265648066	0.161	0.132	1
Rbm26	0.0924877732971274	0.0544224630104192	0.267	0.229	1
Gsap	0.092676208469778	0.00675848539968799	0.129	0.101	1
Chmp3	0.0926962519080591	0.0352739624114031	0.278	0.235	1
Ttc3	0.0927007343203804	0.0700872895934962	0.188	0.155	1
Tmem120a	0.0928744633084197	0.0314745107106355	0.16	0.129	1
Mapkapk2	0.0928949713535495	0.0288312209685693	0.408	0.35	1
Dguok	0.0930374523420948	-0.105505267061185	0.342	0.363	1
Mcu	0.0930436018149002	0.0563795829028698	0.108	0.084	1
Rnf166	0.0933099581805064	-0.138861852643965	0.44	0.45	1
Terf2ip	0.0935017724877386	0.0349051344526368	0.128	0.101	1
Tmed10	0.093554604049313	0.0360657206933823	0.646	0.601	1
Rbm14	0.0936596547606279	0.047572241963978	0.138	0.11	1
Utp23	0.0936898710088705	-0.0029777840017321	0.256	0.211	1
Mrpl36	0.0938204522910239	0.0509071740721073	0.34	0.297	1
Myo1f	0.0943192743223314	0.0649642759275825	0.25	0.213	1
Sdad1	0.0944266397223128	0.0367379457685507	0.125	0.098	1
Eif2ak1	0.0946658968231584	0.0197166001584519	0.16	0.128	1
Map4k4	0.0952124251168741	0.0551363681976826	0.49	0.435	1
Usp7	0.0953466293269225	0.0109121411565651	0.301	0.254	1
Rrp8	0.0953787652309309	0.0352324973857104	0.112	0.087	1
Elof1	0.095511569968136	0.0688114163577074	0.385	0.341	1
Stx12	0.0956737968290948	-0.0209924633509181	0.14	0.11	1
Ccdc117	0.0958156674520569	-0.104046400694	0.134	0.158	1
Zranb1	0.0961043316220387	0.072090910721258	0.272	0.233	1
Ripor2	0.0961737999939406	-0.0852636227840973	0.193	0.222	1
Gpat4	0.096193262193624	0.0184043037669007	0.157	0.126	1
Arhgap10	0.0962450325151748	-0.041335147130872	0.106	0.129	1
Zc3hc1	0.0962487456864117	0.00967467373265862	0.133	0.106	1
Cdk17	0.0962802170772747	0.0965538647014942	0.388	0.338	1
Prkce	0.0964577496402441	0.0472143337136549	0.107	0.084	1
Tmem167b	0.0964622991447742	0.00710175992964152	0.147	0.117	1
Rangap1	0.0968047593493011	0.0662329523156576	0.326	0.282	1
Slc31a1	0.0968975426772654	0.0159890752703809	0.121	0.095	1
Wdr70	0.0971574003769017	0.0221994447168686	0.149	0.12	1
Zbtb4	0.0974910184276224	0.0429841840129851	0.112	0.087	1
Cers2	0.0975462637977185	0.0660030622199417	0.404	0.353	1
Nceh1	0.0977978616848495	0.0297856912621978	0.105	0.08	1
Mcfd2	0.0978373713208741	0.0343792205456429	0.11	0.085	1
AU020206	0.097862689444615	-0.0716193457965943	0.384	0.418	1
Actn1	0.0979594932317338	0.031902607620028	0.127	0.101	1
Abhd8	0.0980022725786362	-0.169732872029178	0.223	0.241	1
Cnot9	0.0980578444177703	0.0289568170327444	0.157	0.128	1
Pold2	0.0980703063685199	0.0478595257098285	0.165	0.136	1
Ttc4	0.0981114154161893	0.0256319997551051	0.162	0.131	1
Copb1	0.098286482180897	0.0868645657259327	0.395	0.35	1
Ndufc1	0.0983179799845158	0.036427034622857	0.449	0.397	1
Sbno2	0.0984417517539505	-0.000951246089677671	0.238	0.196	1
Jmy	0.0986996290812117	0.0455929251804935	0.234	0.197	1
Arl4c	0.0988180409122866	-0.0775073947051894	0.589	0.604	1
Smim12	0.098839464009852	0.0265476209700359	0.172	0.142	1
Rraga	0.0988572019405824	0.0437743095356309	0.32	0.278	1
Limd1	0.0989388977433803	0.0642948466941017	0.298	0.252	1
Rpe	0.0994047028704466	-0.00295599864862778	0.216	0.177	1
U2af1	0.0995119227769656	-0.083599220566311	0.642	0.655	1
Tinf2	0.0997539800192857	0.0442778933524886	0.171	0.14	1
Abcc1	0.0999447197999077	0.0315674893877949	0.13	0.103	1
Arf3	0.0999781082118667	0.0645534325426677	0.309	0.267	1
Dbr1	0.100109209010207	-0.102557126148157	0.185	0.211	1
Ppp2ca	0.10011035083025	0.065400630472733	0.744	0.685	1
Capza2	0.100259815434058	0.043722462467255	0.796	0.767	1
Lpp	0.100302194315067	0.114578941017265	0.252	0.218	1
Gde1	0.100362004393366	0.0163737102025239	0.265	0.224	1
Dnttip1	0.100425760552412	0.0829769572353533	0.263	0.226	1
Sdha	0.100452337415697	0.0357676953596185	0.401	0.349	1
Epas1	0.100623617988452	0.0248846277789717	0.126	0.099	1
Slc25a11	0.100643335387418	0.0416307144659154	0.394	0.347	1
Rbbp4	0.100643794575749	0.0579893516752541	0.609	0.554	1
Asf1a	0.100715862816954	-0.1129802186002	0.227	0.252	1
Dcaf15	0.100848932328146	-0.133406313902017	0.218	0.24	1
Wdr44	0.100890788053325	-0.101337892445296	0.158	0.181	1
Cblb	0.100921707345955	0.115802606990321	0.624	0.588	1
Hipk2	0.100922331554273	0.0523019978516276	0.125	0.099	1
Bet1	0.100932067249281	0.0130835497605528	0.177	0.144	1
Kmt2a	0.101481929637512	-0.0737381081800297	0.528	0.552	1
Smim20	0.101595250373718	0.00851738637901001	0.309	0.257	1
Zkscan14	0.101648565079509	-0.102898654590772	0.132	0.155	1
Mief1	0.101709868718693	-0.0202072910967261	0.104	0.079	1
Lamtor2	0.101711662866919	0.0603729696659516	0.589	0.53	1
Ahsa2	0.101720380524183	0.0593845674490322	0.235	0.199	1
Fkbp15	0.101992127232979	0.035496912271536	0.188	0.155	1
Zfp414	0.102207595680209	-0.121209764749119	0.137	0.159	1
Tnrc6a	0.102484517207578	-0.0235974808291823	0.283	0.238	1
Dhps	0.102558126689919	-0.155541516833057	0.371	0.383	1
Ifitm3	0.102695171741054	-0.158475898550083	0.787	0.828	1
Tmem245	0.102929625891523	0.0631195640896425	0.126	0.101	1
Eftud2	0.103295761437937	0.0230050386868059	0.245	0.21	1
Unkl	0.103641051449864	0.0318509304283496	0.129	0.103	1
Nmb	0.103724416828695	0.00453955972604603	0.227	0.188	1
Cox6a1	0.103830048531741	0.0508254304504763	0.779	0.744	1
Crbn	0.103834889141385	-0.0599456647583849	0.535	0.472	1
Sat1	0.103907606183069	-0.0722049978721455	0.65	0.656	1
